keyword,value
one,"(['2016-09-07', '2016-10-12', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-12-21', '2016-02-24', '2016-02-17', '2016-06-08', '2016-05-25', '2016-05-04', '2016-10-05', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-02-03', '2016-06-15', '2016-07-06'], 350)"
direction,"(['2016-10-05', '2016-02-24', '2016-01-13'], 266)"
n,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-06-15', '2016-11-16'], 350)"
cbd,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-01-13', '2016-07-13', '2016-11-23', '2016-05-11', '2016-10-19', '2016-12-21', '2016-06-29', '2016-02-24', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-03-02', '2016-04-27', '2016-12-14', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-09-21', '2016-06-15', '2016-11-16'], 350)"
ask,"(['2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-02-17', '2016-06-08', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-11-30', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-08-17', '2016-02-03', '2016-09-21', '2016-06-15', '2016-11-16'], 343)"
strome,"(['2016-01-13'], 0)"
dst1913,"(['2016-01-13'], 0)"
first,"(['2016-09-07', '2016-08-31', '2016-01-13', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-10-26', '2016-08-10', '2016-07-27', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-08-24', '2016-02-10', '2016-06-22', '2016-08-03', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-03-30', '2016-11-09', '2016-08-17', '2016-02-03', '2016-07-06'], 350)"
billion,"(['2016-01-13'], 0)"
sem,"(['2016-09-07', '2016-04-13', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-12-21', '2016-02-24', '2016-06-08', '2016-08-10', '2016-05-25', '2016-07-27', '2016-03-02', '2016-04-27', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-08-17', '2016-11-16'], 350)"
rush,"(['2016-09-07', '2016-04-13', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-12-21', '2016-02-24', '2016-06-08', '2016-08-10', '2016-05-25', '2016-07-27', '2016-03-02', '2016-04-27', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-08-17', '2016-11-16', '2016-07-06'], 350)"
chat,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
ask,"(['2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-02-17', '2016-06-08', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-11-30', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-08-17', '2016-02-03', '2016-09-21', '2016-06-15', '2016-11-16'], 343)"
louisa,"(['2016-01-13'], 0)"
rams,"(['2016-06-22', '2016-01-13'], 161)"
la,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-01-13', '2016-07-13', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-08-17', '2016-09-21', '2016-06-15', '2016-11-16'], 343)"
doesnt,"(['2016-01-13'], 0)"
go,"(['2016-09-07', '2016-10-12', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-12-21', '2016-02-24', '2016-02-17', '2016-10-26', '2016-08-10', '2016-05-25', '2016-05-04', '2016-03-16', '2016-10-05', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-12-28', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-08-17', '2016-02-03', '2016-10-19', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
huggies,"(['2016-01-13'], 0)"
new,"(['2016-09-07', '2016-10-12', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-06-01', '2016-11-09', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
year,"(['2016-01-20', '2016-02-17', '2016-02-10', '2016-01-13', '2016-03-09', '2016-08-10', '2016-11-09', '2016-05-25', '2016-02-03', '2016-06-22', '2016-12-07', '2016-11-02', '2016-10-05', '2016-09-21', '2016-03-02', '2016-12-28', '2016-11-16'], 350)"
little,"(['2016-07-20', '2016-08-31', '2016-02-24', '2016-04-13', '2016-02-17', '2016-02-10', '2016-01-27', '2016-01-13', '2016-06-22', '2016-03-16', '2016-08-03', '2016-12-07', '2016-12-14'], 336)"
changes,"(['2016-01-13'], 0)"
1linewed,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
hairspray,"(['2016-12-07', '2016-01-13', '2016-11-16'], 329)"
looking,"(['2016-01-13'], 0)"
chandler,"(['2016-03-16', '2016-01-13'], 63)"
jones,"(['2016-07-20', '2016-10-12', '2016-08-31', '2016-08-24', '2016-12-28', '2016-04-13', '2016-06-29', '2016-03-09', '2016-01-13', '2016-06-01', '2016-08-10', '2016-11-09', '2016-02-03', '2016-11-23', '2016-11-02', '2016-03-16', '2016-06-15', '2016-03-02', '2016-04-27', '2016-11-16'], 350)"
jason,"(['2016-02-24', '2016-02-17', '2016-01-27', '2016-01-13', '2016-08-10', '2016-10-05', '2016-10-19', '2016-11-16', '2016-11-30', '2016-07-06'], 322)"
benetti,"(['2016-01-13'], 0)"
hump,"(['2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-05-11', '2016-12-21', '2016-06-08', '2016-08-10', '2016-05-25', '2016-07-27', '2016-03-16', '2016-03-02', '2016-04-27', '2016-01-20', '2016-02-10', '2016-06-22', '2016-11-30', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-09-21'], 343)"
day,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
secret,"(['2016-08-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-01-13', '2016-02-03', '2016-03-02'], 224)"
wars,"(['2016-09-07', '2016-01-20', '2016-11-02', '2016-08-24', '2016-06-29', '2016-01-13', '2016-06-22', '2016-07-13', '2016-05-04', '2016-05-18', '2016-05-11', '2016-08-03', '2016-09-21', '2016-12-28', '2016-12-14'], 350)"
mera,"(['2016-01-13', '2016-10-12'], 273)"
audacious,"(['2016-01-13'], 0)"
executive,"(['2016-02-17', '2016-01-13'], 35)"
action,"(['2016-07-20', '2016-01-13', '2016-07-13', '2016-12-07', '2016-12-14'], 336)"
resurrected,"(['2016-01-13'], 0)"
isiah,"(['2016-01-13'], 0)"
misión,"(['2016-01-13'], 0)"
vivienda,"(['2016-01-13'], 0)"
jordan,"(['2016-10-12', '2016-08-24', '2016-09-14', '2016-04-13', '2016-02-17', '2016-01-27', '2016-01-13', '2016-06-01', '2016-06-22', '2016-07-13', '2016-05-04', '2016-11-02', '2016-06-15'], 294)"
king,"(['2016-08-31', '2016-12-21', '2016-02-24', '2016-09-28', '2016-10-26', '2016-02-10', '2016-01-13', '2016-02-03', '2016-12-07', '2016-05-04', '2016-09-21', '2016-11-30', '2016-07-06'], 343)"
abdullah,"(['2016-09-21', '2016-01-13'], 252)"
tournament,"(['2016-05-25', '2016-01-13'], 133)"
books,"(['2016-03-23', '2016-01-13', '2016-10-12'], 273)"
hq,"(['2016-01-13', '2016-04-27'], 105)"
boston,"(['2016-12-21', '2016-02-10', '2016-01-27', '2016-01-13', '2016-07-27', '2016-08-17', '2016-05-18', '2016-09-21', '2016-11-16'], 343)"
antonio,"(['2016-07-20', '2016-02-10', '2016-01-13', '2016-03-09', '2016-11-23'], 315)"
cromartie,"(['2016-01-13'], 0)"
alejandro,"(['2016-01-13'], 0)"
aravena,"(['2016-01-13'], 0)"
pocket,"(['2016-01-13'], 0)"
mortys,"(['2016-01-13'], 0)"
razzies,"(['2016-01-13'], 0)"
french,"(['2016-07-13', '2016-01-13'], 182)"
alps,"(['2016-01-13'], 0)"
sunday,"(['2016-04-06', '2016-01-13', '2016-12-21'], 343)"
night,"(['2016-09-07', '2016-01-13', '2016-11-23', '2016-10-19', '2016-12-21', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-05', '2016-08-24', '2016-06-22', '2016-08-03', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-06-01', '2016-11-09', '2016-09-21', '2016-06-15'], 343)"
baseball,"(['2016-04-06', '2016-04-20', '2016-10-26', '2016-01-13', '2016-05-25', '2016-05-04', '2016-04-27'], 287)"
buffer,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-03-23', '2016-06-22', '2016-08-03', '2016-12-07', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-06-01', '2016-02-03', '2016-09-21', '2016-06-15', '2016-11-16'], 336)"
chat,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-10-05', '2016-03-02', '2016-04-27', '2016-12-14', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-11-30', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-08-17', '2016-02-03', '2016-09-21', '2016-11-16', '2016-06-15', '2016-07-06'], 350)"
rams,"(['2016-06-22', '2016-01-13'], 161)"
paul,"(['2016-04-06', '2016-07-20', '2016-10-12', '2016-02-24', '2016-04-13', '2016-02-17', '2016-06-29', '2016-01-13', '2016-08-10', '2016-02-03', '2016-06-22', '2016-05-04', '2016-03-16', '2016-08-03', '2016-09-21', '2016-11-30', '2016-04-27'], 322)"
ryan,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-01-13', '2016-07-13', '2016-02-24', '2016-06-29', '2016-02-17', '2016-08-10', '2016-07-27', '2016-10-05', '2016-03-16', '2016-04-27', '2016-12-14', '2016-11-30', '2016-07-20', '2016-09-28', '2016-11-09', '2016-08-17', '2016-10-19', '2016-11-16'], 336)"
sotu,"(['2016-01-13'], 0)"
state,"(['2016-09-07', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-05-11', '2016-06-29', '2016-02-17', '2016-08-10', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-08-24', '2016-03-23', '2016-05-18', '2016-11-30', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-08-17', '2016-02-03', '2016-06-15'], 322)"
state,"(['2016-09-07', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-05-11', '2016-06-29', '2016-02-17', '2016-08-10', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-08-24', '2016-03-23', '2016-05-18', '2016-11-30', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-01-27', '2016-08-17', '2016-02-03', '2016-06-15'], 322)"
happy,"(['2016-10-12', '2016-01-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-12-21', '2016-02-17', '2016-06-08', '2016-08-10', '2016-05-04', '2016-10-05', '2016-04-27', '2016-08-24', '2016-03-23', '2016-06-22', '2016-12-28', '2016-07-20', '2016-09-14', '2016-04-20', '2016-06-01', '2016-08-17', '2016-07-06'], 350)"
birthday,"(['2016-01-20', '2016-07-20', '2016-10-12', '2016-12-28', '2016-08-24', '2016-09-14', '2016-02-17', '2016-06-08', '2016-01-13', '2016-06-01', '2016-08-10', '2016-08-17', '2016-06-22', '2016-10-05', '2016-11-23', '2016-05-11', '2016-06-15', '2016-04-27', '2016-07-06'], 350)"
zayn,"(['2016-10-12', '2016-02-17', '2016-03-23', '2016-01-13', '2016-07-27', '2016-06-15'], 273)"
team,"(['2016-09-07', '2016-10-12', '2016-01-13', '2016-05-11', '2016-02-24', '2016-06-08', '2016-08-10', '2016-05-25', '2016-03-02', '2016-04-27', '2016-02-10', '2016-03-23', '2016-09-21', '2016-05-18', '2016-11-30', '2016-12-28', '2016-09-28', '2016-06-01', '2016-08-17', '2016-10-19', '2016-11-16'], 350)"
polycom,"(['2016-01-13'], 0)"
careers,"(['2016-01-13'], 0)"
mdga16,"(['2016-02-24', '2016-01-20', '2016-02-17', '2016-01-13'], 42)"
moth,"(['2016-01-13'], 0)"
flame,"(['2016-01-13'], 0)"
hue,"(['2016-04-06', '2016-09-14', '2016-02-24', '2016-09-28', '2016-01-13', '2016-06-01'], 259)"
jackson,"(['2016-10-12', '2016-01-13', '2016-07-13', '2016-05-11', '2016-02-24', '2016-02-17', '2016-07-27', '2016-05-04', '2016-10-05', '2016-12-14', '2016-06-22', '2016-08-03', '2016-11-30', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-09-21', '2016-11-16'], 336)"
browns,"(['2016-08-24', '2016-09-14', '2016-02-24', '2016-04-20', '2016-03-09', '2016-01-13', '2016-03-16'], 245)"
nikki,"(['2016-07-20', '2016-02-17', '2016-01-13', '2016-05-25', '2016-11-23', '2016-03-16', '2016-11-16'], 315)"
haley,"(['2016-02-17', '2016-01-13', '2016-05-25', '2016-11-23', '2016-03-16', '2016-11-16'], 315)"
presidential,"(['2016-01-13', '2016-11-16'], 308)"
movies,"(['2016-04-06', '2016-08-24', '2016-04-13', '2016-06-29', '2016-09-28', '2016-02-10', '2016-01-13', '2016-03-09', '2016-03-23', '2016-08-10', '2016-10-26', '2016-08-17', '2016-11-02', '2016-03-16', '2016-03-02', '2016-12-28', '2016-11-16'], 350)"
east,"(['2016-10-12', '2016-09-14', '2016-06-29', '2016-06-08', '2016-01-13', '2016-07-27', '2016-05-04', '2016-11-02', '2016-10-05'], 294)"
2016,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-07-13', '2016-11-23', '2016-11-02', '2016-05-11', '2016-10-19', '2016-02-24', '2016-10-26', '2016-03-16', '2016-10-05', '2016-01-20', '2016-08-24', '2016-02-10', '2016-06-22', '2016-05-18', '2016-12-28', '2016-04-06', '2016-07-20', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-08-17', '2016-02-03', '2016-09-21', '2016-06-15', '2016-11-16'], 350)"
leadership,"(['2016-09-07', '2016-09-14', '2016-08-24', '2016-01-13', '2016-05-25', '2016-10-05'], 266)"
hue,"(['2016-04-06', '2016-09-14', '2016-02-24', '2016-09-28', '2016-01-13', '2016-06-01'], 259)"
jackson,"(['2016-10-12', '2016-01-13', '2016-07-13', '2016-05-11', '2016-02-24', '2016-02-17', '2016-07-27', '2016-05-04', '2016-10-05', '2016-12-14', '2016-06-22', '2016-08-03', '2016-11-30', '2016-04-06', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-11-09', '2016-09-21', '2016-11-16'], 336)"
la,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-01-13', '2016-07-13', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-08-17', '2016-09-21', '2016-06-15', '2016-11-16'], 343)"
lege,"(['2016-09-07', '2016-08-31', '2016-04-13', '2016-01-13', '2016-07-13', '2016-05-11', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-05-04', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-05-18', '2016-08-03', '2016-04-06', '2016-07-20', '2016-09-14', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-09-21', '2016-06-15'], 287)"
pelicans,"(['2016-02-17', '2016-01-13', '2016-08-31', '2016-05-18'], 231)"
medicaid,"(['2016-09-07', '2016-04-06', '2016-08-24', '2016-06-29', '2016-01-13', '2016-06-01', '2016-08-17', '2016-06-22'], 238)"
10,"(['2016-09-07', '2016-01-20', '2016-08-31', '2016-09-14', '2016-04-13', '2016-03-30', '2016-02-17', '2016-03-09', '2016-01-27', '2016-01-13', '2016-04-20', '2016-06-01', '2016-06-08', '2016-06-29', '2016-07-27', '2016-05-04', '2016-05-18', '2016-09-28', '2016-06-15'], 259)"
west,"(['2016-09-07', '2016-08-31', '2016-04-13', '2016-03-09', '2016-01-13', '2016-11-02', '2016-05-11', '2016-02-24', '2016-06-29', '2016-02-17', '2016-10-26', '2016-07-27', '2016-05-04', '2016-03-02', '2016-01-20', '2016-08-24', '2016-03-23', '2016-05-18', '2016-09-14', '2016-01-27', '2016-08-17', '2016-09-21', '2016-06-15', '2016-07-06'], 294)"
la,"(['2016-09-07', '2016-10-12', '2016-08-31', '2016-04-13', '2016-01-13', '2016-07-13', '2016-05-11', '2016-10-19', '2016-12-21', '2016-02-24', '2016-02-17', '2016-06-08', '2016-08-10', '2016-10-26', '2016-05-25', '2016-07-27', '2016-05-04', '2016-03-16', '2016-03-02', '2016-04-27', '2016-01-20', '2016-08-24', '2016-02-10', '2016-03-23', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-04-06', '2016-07-20', '2016-09-14', '2016-09-28', '2016-03-30', '2016-04-20', '2016-01-27', '2016-06-01', '2016-08-17', '2016-09-21', '2016-06-15', '2016-11-16'], 343)"
ed,"(['2016-03-09', '2016-01-13', '2016-11-23', '2016-02-24', '2016-06-29', '2016-02-17', '2016-06-08', '2016-08-10', '2016-05-25', '2016-07-27', '2016-05-04', '2016-12-14', '2016-08-24', '2016-06-22', '2016-05-18', '2016-08-03', '2016-12-07', '2016-04-06', '2016-09-14', '2016-09-28', '2016-06-01', '2016-08-17', '2016-11-16'], 336)"
deltas,"(['2016-01-13'], 0)"
